portal,operacion,url,titulo,tipo_inmueble,barrio,precio_moneda,precio_valor,gastos_comunes,dormitorios,banos,m2
Veocasas,alquiler,https://veocasas.com/properties/cmqkkxs84017ghkq6hfcxz0ls,Apartamento de 2 dormitorios con terraza en Centro,Apartamento,Centro,UYU,37260,9875,2,1,61.0
Veocasas,alquiler,https://veocasas.com/properties/cms00sz2e00kg30tcwkb8kdv1,Moderno apartamento en alquiler de 1 dormitorio en Cordón,Apartamento,Cordón,UYU,27500,4500,1,1,50.0
Veocasas,alquiler,https://veocasas.com/properties/cmkgj8fet00b8ki1k0yots6xk,Apartamento en alquiler 2 dormitorios en Centro con terraza,Apartamento,Centro,UYU,65000,16000,2,1,143.0
Veocasas,alquiler,https://veocasas.com/properties/cmkf3rbac00i814m3cz1kun4z,Apartamento de 1 dormitorio en alquiler con garaje,Apartamento,,UYU,30500,4500,1,1,50.0
Veocasas,alquiler,https://veocasas.com/properties/cmr60jdk803rayqynvz8mzuj7,Apartamento de 1 dormitorio amoblado en piso 10 con garaje en Punta Carretas,Apartamento,Punta Carretas,USD,1400,6290,1,1,60.0
Veocasas,alquiler,https://veocasas.com/properties/cmraav1zr05lgfl4qmktvphnf,Apartamento de 1 dormitorio en alquiler La Blanqueada,Apartamento,La Blanqueada,UYU,24900,4500,1,1,50.0
Veocasas,alquiler,https://veocasas.com/properties/cmmloznn100hi3nz764b4pstq,Oportunidad única en Carrasco Sur,,Carrasco,USD,4000,,4,5,600.0
Veocasas,alquiler,https://veocasas.com/properties/cms7fmdjn059eow7emax6xldp,Oportunidad Alquiler Imperdible Apartamento 1 Dormitorio con Balcón en Tres Cruces - Cuarto piso,Apartamento,Tres Cruces,UYU,23000,4900,1,1,34.0
Veocasas,alquiler,https://veocasas.com/properties/cmpqko7de5yqwjwui3eyfxs6j,Alquiler Apartamento a Estrenar - 1 Dormitorio - Garaje incluido - La Blanqueada,Apartamento,La Blanqueada,UYU,28500,4500,1,1,38.0
Veocasas,alquiler,https://veocasas.com/properties/cmmloznbn00fy3nz79fy8srbe,Apartamento sobre la rambla en alquiler,Apartamento,,USD,2000,34000,3,3,10.0
Veocasas,alquiler,https://veocasas.com/properties/cms6ewkb5058530tcaiyc4wh8,Apartamento en alquiler en Cordón,Apartamento,Cordón,UYU,18500,3700,1,,26.0
Veocasas,alquiler,https://veocasas.com/properties/cmrmlfjle00uq42mh0qyc6rlk,apartamento tipo casa con patio privado,Apartamento,,UYU,29000,,2,1,
Veocasas,alquiler,https://veocasas.com/properties/cmrc9yj0b07disffw6cew6v9x,Prox. 18 todo al frente lindo Aire Ropero  Barbacoa bajos gastos op.garaje,,,UYU,24000,3500,1,1,
Veocasas,alquiler,https://veocasas.com/properties/cms541mbd015b122frltficoe,"ALQUILO APTO. DE 1D A ESTRENAR, LA BLANQUEADA.",,La Blanqueada,UYU,28000,4000,1,1,1000.0
Veocasas,alquiler,https://veocasas.com/properties/cmmw7ksvu007a137nh59dr23v,ALQUILER APARTAMENTO PUNTA CARRETAS 1 DORMITORIO GARAJE,Apartamento,Punta Carretas,UYU,41000,5500,1,1,
Veocasas,alquiler,https://veocasas.com/properties/cms00sz0e00k630tcisvmbnbk,Apartamento en Centro en alquiler 1 dormitorio,Apartamento,Centro,UYU,27000,8730,1,1,49.0
Veocasas,alquiler,https://veocasas.com/properties/cmkz3wj7s00crhpgejg7jq2ls,Apartamento en Centro en alquiler 1 dormitorio,Apartamento,Centro,UYU,29500,7500,1,1,48.0
Veocasas,alquiler,https://veocasas.com/properties/cmrzae01w006pkqiraxsb3esg,ALQUILER GRAN LOCAL CENTRO DOS PLANTAS CALLE TRANSITADA,Local,Centro,UYU,80000,,,,180.0
Veocasas,alquiler,https://veocasas.com/properties/cmplvnxa502oqrkg5ldkhz0sj,Divino Apto 2 Dorm con Balcón y Terraza,,,UYU,23500,2400,2,1,
Veocasas,alquiler,https://veocasas.com/properties/cmqjh480z00gcekkywisasooc,ALQUILER FAMILIA O EMPRESA | AMPLIA CASA EN EL PRADO,Casa,Prado,UYU,69000,,3,1,318.0
Veocasas,alquiler,https://veocasas.com/properties/cmrzae0an006rkqirka81dqz8,ALQUILER APARTAMENTO PUNTA CARRETAS UN DORMITORIO PISCINA GIMNASIO,Apartamento,Punta Carretas,UYU,26000,7800,1,1,
Veocasas,alquiler,https://veocasas.com/properties/cmrxk6gy908of10scvwyei86r,Alquiler apartamento 1 dormitorio en Pocitos Nuevo - Ref 39,Apartamento,Pocitos Nuevo,UYU,29000,8000,1,1,
Veocasas,alquiler,https://veocasas.com/properties/cmpveck3z0bp8jmtova2z6tp4,Alquiler apartamento 1 dormitorio y garage en Parque Rodó,Apartamento,Parque Rodó,UYU,27000,4500,1,1,38.0
Veocasas,alquiler,https://veocasas.com/properties/cmraav21y05lqfl4quo2vvxkx,Apartamento de 1 dormitorio con garaje en alquiler La Blanqueada,Apartamento,La Blanqueada,UYU,30900,5000,1,1,50.0
Veocasas,alquiler,https://veocasas.com/properties/cmqv1s9tl066ty4fv8u6u24jg,Penthouse Vista  Categoria Amplio Loza Aires Barbacoa Seguridad,,,UYU,26500,13300,1,1,300.0
Veocasas,alquiler,https://veocasas.com/properties/cmmc7knh5000q5k603ad9irm2,"Alquiler Pocitos Apartamento u oficina , 1 dormitorio con garage",Apartamento,Pocitos,UYU,33000,8300,1,1,
Veocasas,alquiler,https://veocasas.com/properties/cmrus83gy00ov13lzajgbgekp,Diamantis 1 dormitorio Garaje Box Semi amueblado Vista Mar,,,UYU,46000,12500,1,1,646.0
Veocasas,alquiler,https://veocasas.com/properties/cmpziiakr209p12c3omnhzrzj,"ALQUILO MONOAMBIENTE,CENTRO.",Apartamento,Centro,UYU,16000,6500,0,1,
Veocasas,alquiler,https://veocasas.com/properties/cmrpzm55x027q42mhut1ny95s,Alquiler apartamento 1 dormitorio  y cochera Cordon,Apartamento,Cordón,UYU,27500,5000,1,1,38.0
Veocasas,alquiler,https://veocasas.com/properties/cmrpyjn34040cipteld8a4qxy,Alquiler  Apartamento 1 dormitorio y Cochera  CORDON,Apartamento,Cordón,UYU,27500,5000,1,1,38.0
Veocasas,alquiler,https://veocasas.com/properties/cmpz5bkhg010u2498clnkv607,Apartamento de 1 dormitorio amoblado con balcón,Apartamento,,UYU,38400,4540,1,1,45.0
Veocasas,alquiler,https://veocasas.com/properties/cmraauocy05j6fl4qcfp1ypvb,"Oficina frente a Plaza Independencia, moderno edificio, piso medio, porteria 24/7, aire central.",Oficina,,UYU,16000,8980,,,34.0
Veocasas,alquiler,https://veocasas.com/properties/cmr0arkxv0d51wqci4888zm52,Alquiler Monoambiente en Pocitos a tres cuadras de la playa,Apartamento,Pocitos,UYU,22800,3500,0,1,26.0
Veocasas,alquiler,https://veocasas.com/properties/cmr3xjzb101g2dobwh8idgl1w,"ALQUILER APARTAMENTO PUNTA CARRETAS  3 DORM, SERVICIO GGE VISTA",Apartamento,Punta Carretas,USD,1550,21000,3,2,
Veocasas,alquiler,https://veocasas.com/properties/cmpeneiyc004646zzby7pp25x,Apto 1 Dorm - Cordón - Amueblado c/Balcón,,Cordón,UYU,35000,3600,1,1,
Veocasas,alquiler,https://veocasas.com/properties/cmrkpyyc30i1b2h222xxjcfml,Alquiler  De Apartamento Amoblado y Equipado JOY. 1 Dormitorio. Pocitos,Apartamento,Pocitos,USD,1100,10700,1,1,
Veocasas,alquiler,https://veocasas.com/properties/cmqvcfjlr07nmgjy7ob21wvn7,Apartamento en alquiler en La Teja,Apartamento,La Teja,UYU,20000,,1,1,45.0
Veocasas,alquiler,https://veocasas.com/properties/cmqul0kyq044k3dm2j3b7cd5b,Alquiler de apartamento de 1 dormitorio en Cordón,Apartamento,Cordón,UYU,28000,5000,1,1,45.0
Veocasas,alquiler,https://veocasas.com/properties/cmrmj82ea00ph7y9mtgcv5u71,SE ALQUILA APRTAMENTO A ESTRENAR 2 DORMITORIOS PARQUE BATLLE,,Parque Batlle,USD,39800,6000,2,1,56.0
Veocasas,alquiler,https://veocasas.com/properties/cmph11t5z00fum3j2840gtxit,Alquiler apartamento dúplex de 1 dormitorio EQUIPADO Pocitos - Ref 2210,Apartamento,Pocitos,USD,750,3530,1,1,
Veocasas,alquiler,https://veocasas.com/properties/cmrc5c519077b2h22br77mb44,Alquiler Apartamento 1 Dormitorio en La Blanqueada,Apartamento,La Blanqueada,UYU,26000,4300,1,1,
Veocasas,alquiler,https://veocasas.com/properties/cmri2nmpb01i9113s0d6ykwde,ALQUILER PREDIO LOGISTICO DE 15.000 m² +2 GALPONES - PASO DE LA ARENA MONTEVIDEO,,Paso de la Arena,UYU,90000,,,,15000.0
Veocasas,alquiler,https://veocasas.com/properties/cmrarvemt06xm10p0s7hn3f5t,ALQUILER APARTAMENTO 2 DORMITORIOS Y TERRAZA CERRADA EN PARQUE BATLLE,Apartamento,Parque Batlle,UYU,28000,2900,2,1,60.0
Veocasas,alquiler,https://veocasas.com/properties/cmrg0m8cu46ffdxg0vgcqhhij,Apartamento de 1 dormitorio con gran patio con parrillero en Punta Carretas,Apartamento,Punta Carretas,USD,1150,,1,1,58.0
Veocasas,alquiler,https://veocasas.com/properties/cmrg0m86k46eqdxg0atsikwav,Alquiler de apartamento a estrenar de 1 dormitorio en Cordón,Apartamento,Cordón,UYU,33000,4500,1,1,49.0
Veocasas,alquiler,https://veocasas.com/properties/cmqshclc0046m1lbta1u3fybh,"Alquiler apartamento de 1 dormitorio, planta baja- Carrasco Norte",Apartamento,Carrasco Norte,UYU,24500,2000,1,1,32.1
Veocasas,alquiler,https://veocasas.com/properties/cmob4tujj00z5dfl1srw26mfx,Apartamento de 1 dormitorio en alquiler La Blanqueada con amenities,Apartamento,La Blanqueada,UYU,25900,5000,1,1,55.0
Veocasas,alquiler,https://veocasas.com/properties/cmp4culx122i6yw2keviynsep,Venta/Alquiler apartamento 1 dormitorio + garaje Pocitos Nuevo - Ref 143,Apartamento,Pocitos Nuevo,UYU,31500,8000,1,1,
Veocasas,alquiler,https://veocasas.com/properties/cmqqxyttu03r3gjy7v1dslsvu,Divino nuevo todo al frente 2 dormitorios balcón Barbacoa op.garaje,,,UYU,29000,5800,2,1,800.0
Veocasas,alquiler,https://veocasas.com/properties/cmodzpi0y00l2ndirqpe2ee7a,Exclusivo apartamento en alquiler en primera línea de la rambla de Pocitos equipado,Apartamento,Pocitos,USD,3900,38750,3,4,250.0
Veocasas,alquiler,https://veocasas.com/properties/cmq15jlb8001r13tgg5wfbo2y,Alquiler Unión Local comercial de 250m2 sobre 8 de octubre,Local Comercial,Unión,UYU,185000,,,,250.0
Veocasas,alquiler,https://veocasas.com/properties/cmpnpslil03u4m34ndcgttq9h,Alquiler Apartamento 3 Dormitorios 2 Baños en Pocitos,Apartamento,Pocitos,UYU,41000,5900,3,2,59.0
Veocasas,alquiler,https://veocasas.com/properties/cmr24a3br00jjlodebx0xvity,"Local en pleno centro, ideal varios rubros",Local,Centro,UYU,70000,,,,
Veocasas,alquiler,https://veocasas.com/properties/cmqshcsw5048m1lbtix7e67a5,Alquiler de Apartamento Totalmente Equipado - Cordón Sur,Apartamento,Cordón Sur,UYU,36000,4600,1,1,
Veocasas,alquiler,https://veocasas.com/properties/cmqv6gufo06ubidzw3srqen2y,Alquiler monoambiente en complejo cerrado- Carrasco Norte,Apartamento,Carrasco Norte,UYU,22500,2000,0,1,23.9
Veocasas,alquiler,https://veocasas.com/properties/cmr27ie2g08od18um1yuywyzm,Alquiler De Local Comercial Con Garage En Zona Cordón.,Local Comercial,Cordón,UYU,25000,2700,,,
Veocasas,alquiler,https://veocasas.com/properties/cmpi01e5f00xdm3j2nt64cevk,Apartamento de 1 dormitorio en alquiler,Apartamento,,UYU,28500,4500,1,1,45.0
Veocasas,alquiler,https://veocasas.com/properties/cmlz7fj3e000413v5ll0t3yx1,"Alquiler Apartamento 2 DORMITORIOS, Cordón, Montevideo.",Apartamento,Cordón,UYU,35000,5500,2,1,
Veocasas,alquiler,https://veocasas.com/properties/cmqfi75c501iz3soqe2khfcxl,Alquiler apartamento 3 dormitorios + servicio | Pocitos,Apartamento,Pocitos,UYU,60000,17000,4,3,112.0
Veocasas,alquiler,https://veocasas.com/properties/cmqj5hjf100s4syo4kfpnnx7e,"Espectacular Penthouse con vista al mar, parrillero y estufa a leña",,,USD,3500,30770,4,2,194.0
Veocasas,alquiler,https://veocasas.com/properties/cmqgalniy02v511li3b5cir5m,SE ALQUILA APARTAMENTO EN PUNTA GORDA EN IMPECABLE ESTADO,Apartamento,Punta Gorda,UYU,68000,,3,2,188.0
Veocasas,alquiler,https://veocasas.com/properties/cmmu9lot31pri101o2lt26fpm,Apartamento de 2 dormitorios en alquiler Cordón,Apartamento,Cordón,UYU,33900,6000,2,1,63.0
